"Scenario","True_MTD","Model","Method","CRM_r_model","CFO_Method","Nmax_eff","Cycle_Max","Alpha_low","Alpha_high","MTD_sel_low","MTD_sel_high","Drop_pp"
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.2,26.9231,14.4928,12.4303
2,4,"CRM","crm_random","random",NA,45,2,0,0.9,30.1561,17.7815,12.3746
2,4,"CRM","crm_level","level",NA,30,3,0.6,1.5,21.0145,8.6957,12.3188
2,4,"CRM","crm_fixed","fixed",NA,45,2,0.3,0.9,24.4147,12.1516,12.2631
2,4,"CRM","crm_level","level",NA,45,3,0.6,1.2,22.0736,9.8662,12.2074
2,4,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.2,15.1059,2.8986,12.2073
2,4,"CRM","crm_level","level",NA,30,2,0,0.9,27.5362,15.3846,12.1516
2,4,"CRM","crm_level","level",NA,45,3,0.3,0.9,26.9788,14.8829,12.0959
2,4,"CRM","crm_random","random",NA,45,2,0.6,1.5,21.4047,9.4203,11.9844
2,4,"CRM","crm_fixed","fixed",NA,30,2,0,0.9,25.3066,13.3779,11.9287
2,4,"CRM","crm_level","level",NA,30,2,0.3,1.2,23.6901,11.9287,11.7614
2,4,"CRM","crm_random","random",NA,30,2,0.3,1.2,24.9721,13.2664,11.7057
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.6,1.5,29.6544,17.9487,11.7057
2,4,"CRM","crm_fixed","fixed",NA,45,3,0,0.6,28.8183,17.2241,11.5942
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,1.2,27.7035,16.165,11.5385
2,4,"CFO","cfo_pride",NA,"pride",45,3,0.6,0.9,21.5719,10.0892,11.4827
2,4,"CRM","crm_level","level",NA,30,3,0,0.9,27.2575,15.942,11.3155
2,4,"CFO","cfo_pride",NA,"pride",30,3,0.6,0.9,21.6276,10.3122,11.3154
2,4,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.2,14.5485,3.2887,11.2598
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,1.5,30.5463,19.2865,11.2598
2,4,"CRM","crm_random","random",NA,30,2,0,0.9,27.4247,16.165,11.2597
2,4,"CRM","crm_level","level",NA,30,2,0.6,1.5,19.9554,8.6957,11.2597
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,0.9,30.6577,19.398,11.2597
2,4,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.2,18.6734,7.6366,11.0368
2,4,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.5,15.7748,4.7938,10.981
2,4,"CRM","crm_random","random",NA,30,3,0.3,1.2,23.4671,12.4861,10.981
2,4,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.2,17.2241,6.4103,10.8138
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.5,21.4047,10.6466,10.7581
2,4,"CRM","crm_random","random",NA,45,3,0.6,1.2,20.903,10.1449,10.7581
2,4,"CRM","crm_random","random",NA,45,3,0.3,0.9,25.8082,15.1059,10.7023
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,1.5,29.2642,18.6176,10.6466
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.2,26.6444,16.165,10.4794
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.9,1.5,28.4281,18.0045,10.4236
2,4,"CRM","crm_level","level",NA,45,2,0.3,0.9,26.3099,15.8863,10.4236
2,4,"CFO","cfo_pride",NA,"pride",30,3,0.9,1.5,10.3122,0,10.3122
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.6,1.5,28.9298,18.6176,10.3122
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.2,24.5819,14.2698,10.3121
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.9,30.379,20.0669,10.3121
2,4,"CRM","crm_fixed","fixed",NA,30,2,0.3,0.9,23.5786,13.3779,10.2007
2,4,"CRM","crm_level","level",NA,30,3,0.6,1.2,21.0145,10.8696,10.1449
2,4,"CFO","cfo_pride",NA,"pride",45,3,0.9,1.5,10.0892,0,10.0892
2,4,"CRM","crm_random","random",NA,30,3,0,0.9,26.3657,16.4437,9.922
2,4,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.9,22.5753,12.709,9.8663
2,4,"CRM","crm_fixed","fixed",NA,30,3,0,0.6,25.641,15.7748,9.8662
2,4,"CRM","crm_random","random",NA,30,3,0.6,1.5,19.3423,9.5318,9.8105
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.9,1.5,27.7035,17.9487,9.7548
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.2,34.0022,24.2475,9.7547
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.6,1.5,22.408,12.6533,9.7547
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,1.2,24.2475,14.4928,9.7547
2,4,"CRM","crm_level","level",NA,45,2,0.6,1.2,21.9064,12.2074,9.699
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,1.5,28.2051,18.6176,9.5875
2,4,"CFO","cfo_pride",NA,"pride",45,2,0.6,0.9,15.1059,5.6299,9.476
2,4,"CRM","crm_level","level",NA,30,3,0.3,0.9,25.3623,15.942,9.4203
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.9,1.5,20.0669,10.7023,9.3646
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.3,1.5,28.5953,19.2865,9.3088
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.9,1.5,19.398,10.0892,9.3088
2,4,"CRM","crm_fixed","fixed",NA,45,2,0,0.6,27.9822,18.6734,9.3088
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,0.9,26.9231,17.67,9.2531
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.2,24.5819,15.3289,9.253
2,4,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.2,17.5028,8.3612,9.1416
2,4,"CRM","crm_random","random",NA,45,2,0.6,1.2,21.4047,12.2631,9.1416
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,0.9,27.7035,18.6734,9.0301
2,4,"CRM","crm_random","random",NA,30,2,0.6,1.5,19.4537,10.5351,8.9186
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,1.2,33.1661,24.2475,8.9186
2,4,"CRM","crm_random","random",NA,30,2,0.3,0.9,24.9721,16.165,8.8071
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,0.9,28.2051,19.398,8.8071
2,4,"CRM","crm_random","random",NA,45,2,0,0.6,30.1561,21.4047,8.7514
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,1.2,32.7202,23.9688,8.7514
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,0.9,28.6511,20.0669,8.5842
2,4,"CRM","crm_fixed","fixed",NA,30,2,0.9,1.5,13.3779,4.8495,8.5284
2,4,"CRM","crm_random","random",NA,45,2,0.3,0.9,26.2542,17.7815,8.4727
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,1.2,32.3857,23.9688,8.4169
2,4,"CRM","crm_random","random",NA,45,2,0.9,1.5,17.7815,9.4203,8.3612
2,4,"CRM","crm_level","level",NA,30,2,0.3,0.9,23.6901,15.3846,8.3055
2,4,"CRM","crm_random","random",NA,45,3,0,0.6,29.0412,20.903,8.1382
2,4,"CFO","cfo_pride",NA,"pride",30,2,0.6,0.9,14.5485,6.466,8.0825
2,4,"CRM","crm_level","level",NA,30,2,0.6,1.2,19.9554,11.9287,8.0267
2,4,"CRM","crm_random","random",NA,30,2,0,0.6,27.4247,19.4537,7.971
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,0.9,26.6444,18.6734,7.971
2,4,"CRM","crm_level","level",NA,45,2,0,0.6,29.8774,21.9064,7.971
2,4,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.5,12.1516,4.2363,7.9153
2,4,"CRM","crm_fixed","fixed",NA,30,3,0.9,1.5,12.709,4.7938,7.9152
2,4,"CRM","crm_fixed","fixed",NA,30,2,0,0.6,25.3066,17.5028,7.8038
2,4,"CRM","crm_level","level",NA,45,3,0.9,1.5,14.8829,7.2464,7.6365
2,4,"CRM","crm_level","level",NA,30,2,0,0.6,27.5362,19.9554,7.5808
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.9,1.5,26.087,18.6176,7.4694
2,4,"CRM","crm_level","level",NA,45,3,0,0.6,29.5429,22.0736,7.4693
2,4,"CRM","crm_fixed","fixed",NA,45,3,0.6,0.9,17.2241,9.8662,7.3579
2,4,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.6,24.5819,17.2241,7.3578
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.9,1.5,26.5329,19.2865,7.2464
2,4,"CRM","crm_level","level",NA,30,3,0.9,1.5,15.942,8.6957,7.2463
2,4,"CRM","crm_level","level",NA,45,3,0.6,0.9,22.0736,14.8829,7.1907
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.6,1.5,26.4771,19.2865,7.1906
2,4,"CFO","cfo_pride",NA,"pride",45,2,0,1.5,7.1349,0,7.1349
2,4,"CFO","cfo_pride",NA,"pride",45,3,0,1.5,7.1349,0,7.1349
2,4,"CFO","cfo_pride",NA,"pride",30,2,0,1.5,7.0792,0,7.0792
2,4,"CFO","cfo_pride",NA,"pride",30,3,0,1.5,7.0792,0,7.0792
2,4,"CRM","crm_level","level",NA,45,2,0.9,1.5,15.8863,8.8071,7.0792
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.9,1.5,17.67,10.6466,7.0234
2,4,"CRM","crm_random","random",NA,30,3,0,0.6,26.3657,19.3423,7.0234
2,4,"CRM","crm_random","random",NA,30,3,0.3,0.9,23.4671,16.4437,7.0234
2,4,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.2,15.7748,8.8629,6.9119
2,4,"CRM","crm_random","random",NA,30,3,0.9,1.5,16.4437,9.5318,6.9119
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.2,21.4047,14.4928,6.9119
2,4,"CRM","crm_random","random",NA,30,3,0.6,1.2,19.3423,12.4861,6.8562
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,1.2,30.5463,23.7458,6.8005
2,4,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.6,22.5753,15.7748,6.8005
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.6,1.2,31.0479,24.2475,6.8004
2,4,"CRM","crm_random","random",NA,45,3,0.9,1.5,15.1059,8.3612,6.7447
2,4,"CFO","cfo_pride",NA,"pride",30,2,0.3,1.5,6.689,0,6.689
2,4,"CRM","crm_level","level",NA,30,2,0.9,1.5,15.3846,8.6957,6.6889
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,0.9,24.2475,17.67,6.5775
2,4,"CRM","crm_fixed","fixed",NA,45,2,0.6,0.9,18.6734,12.1516,6.5218
2,4,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.5,6.466,0,6.466
2,4,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.5,6.4103,0,6.4103
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,1.2,29.2642,22.9097,6.3545
2,4,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.5,6.2988,0,6.2988
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.6,1.2,22.408,16.165,6.243
2,4,"CRM","crm_level","level",NA,30,3,0,0.6,27.2575,21.0145,6.243
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,1.2,1.5,24.2475,18.0045,6.243
2,4,"CRM","crm_random","random",NA,30,2,0.6,1.2,19.4537,13.2664,6.1873
2,4,"CFO","cfo_pride",NA,"pride",45,3,1.2,1.5,6.1873,0,6.1873
2,4,"CRM","crm_fixed","fixed",NA,30,2,0.3,0.6,23.5786,17.5028,6.0758
2,4,"CFO","cfo_pride",NA,"pride",30,3,1.2,1.5,6.0758,0,6.0758
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,0.6,30.6577,24.5819,6.0758
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,1.2,1.5,23.9688,17.9487,6.0201
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.9,1.5,18.6734,12.6533,6.0201
2,4,"CRM","crm_level","level",NA,45,2,0.6,0.9,21.9064,15.8863,6.0201
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.6,1.2,28.9298,22.9097,6.0201
2,4,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.5,9.8662,3.9576,5.9086
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.6,30.379,24.5819,5.7971
2,4,"CRM","crm_random","random",NA,45,3,0.6,0.9,20.903,15.1059,5.7971
2,4,"CRM","crm_fixed","fixed",NA,45,2,0.3,0.6,24.4147,18.6734,5.7413
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.6,1.2,29.6544,23.9688,5.6856
2,4,"CFO","cfo_pride",NA,"pride",45,2,0.9,1.5,5.6299,0,5.6299
2,4,"CRM","crm_random","random",NA,30,2,0.9,1.5,16.165,10.5351,5.6299
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,0.9,34.0022,28.4281,5.5741
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,0.6,26.9231,21.4047,5.5184
2,4,"CRM","crm_random","random",NA,45,2,0.9,1.2,17.7815,12.2631,5.5184
2,4,"CRM","crm_random","random",NA,30,2,0.3,0.6,24.9721,19.4537,5.5184
2,4,"CFO","cfo_pride",NA,"pride",45,2,0.3,1.5,5.3512,0,5.3512
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,0.6,27.7035,22.408,5.2955
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,1.2,28.2051,22.9097,5.2954
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,0.9,24.5819,19.398,5.1839
2,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.9,1.2,19.398,14.2698,5.1282
2,4,"CRM","crm_level","level",NA,30,3,0.6,0.9,21.0145,15.942,5.0725
2,4,"CRM","crm_level","level",NA,30,3,0.9,1.2,15.942,10.8696,5.0724
2,4,"CRM","crm_fixed","fixed",NA,30,2,0.9,1.2,13.3779,8.3612,5.0167
2,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,0.9,32.7202,27.7035,5.0167
2,4,"CRM","crm_level","level",NA,45,3,0.9,1.2,14.8829,9.8662,5.0167
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,1.5,64.1383,20.4685,43.6698
4,5,"CRM","crm_level","level",NA,45,3,0,1.5,45.7892,5.9119,39.8773
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.5,52.5376,12.7161,39.8215
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,1.5,61.4055,22.6436,38.7619
4,5,"CRM","crm_fixed","fixed",NA,45,3,0,1.5,39.5427,2.6771,36.8656
4,5,"CRM","crm_random","random",NA,45,3,0,1.5,43.8929,7.362,36.5309
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,1.5,49.5259,13.1623,36.3636
4,5,"CRM","crm_level","level",NA,45,3,0,1.2,45.7892,9.4813,36.3079
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,1.2,64.1383,28.3882,35.7501
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.5,49.1355,13.5527,35.5828
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.5,55.7167,20.4685,35.2482
4,5,"CRM","crm_level","level",NA,30,3,0,1.5,41.662,6.6927,34.9693
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,1.5,60.4573,25.7669,34.6904
4,5,"CFO","cfo_pride",NA,"pride",45,3,0,1.2,34.1327,0,34.1327
4,5,"CFO","cfo_pride",NA,"pride",45,3,0,1.5,34.1327,0,34.1327
4,5,"CRM","crm_fixed","fixed",NA,45,2,0,1.5,39.2638,5.1868,34.077
4,5,"CFO","cfo_pride",NA,"pride",45,2,0,1.5,34.077,0,34.077
4,5,"CFO","cfo_pride",NA,"pride",30,2,0,1.5,33.9654,0,33.9654
4,5,"CRM","crm_fixed","fixed",NA,45,3,0,1.2,39.5427,5.6888,33.8539
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.2,52.5376,18.7395,33.7981
4,5,"CFO","cfo_pride",NA,"pride",30,3,0,1.2,33.6866,0,33.6866
4,5,"CFO","cfo_pride",NA,"pride",30,3,0,1.5,33.6866,0,33.6866
4,5,"CFO","cfo_pride",NA,"pride",30,2,0,1.2,33.9654,0.3904,33.575
4,5,"CFO","cfo_pride",NA,"pride",45,2,0,1.2,34.077,0.5577,33.5193
4,5,"CRM","crm_level","level",NA,45,2,0,1.5,43.4467,10.0948,33.3519
4,5,"CFO","cfo_pride",NA,"pride",45,3,0,0.9,34.1327,1.6732,32.4595
4,5,"CRM","crm_fixed","fixed",NA,30,3,0,1.5,35.0809,2.9559,32.125
4,5,"CRM","crm_random","random",NA,45,3,0,1.2,43.8929,12.0468,31.8461
4,5,"CFO","cfo_pride",NA,"pride",30,3,0,0.9,33.6866,1.8963,31.7903
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.5,46.2354,14.5008,31.7346
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,1.5,56.7764,25.3207,31.4557
4,5,"CRM","crm_random","random",NA,45,2,0,1.5,42.9448,11.4891,31.4557
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,1.5,53.9877,22.6436,31.3441
4,5,"CFO","cfo_pride",NA,"pride",45,2,0.3,1.5,31.2326,0,31.2326
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,1.2,61.4055,30.3402,31.0653
4,5,"CRM","crm_level","level",NA,30,3,0,1.2,41.662,10.7083,30.9537
4,5,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.2,30.8979,0,30.8979
4,5,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.5,30.8979,0,30.8979
4,5,"CFO","cfo_pride",NA,"pride",45,2,0.3,1.2,31.2326,0.5577,30.6749
4,5,"CRM","crm_random","random",NA,30,3,0,1.5,40.3235,9.7044,30.6191
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.5,43.1121,12.7161,30.396
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,1.2,49.5259,19.2415,30.2844
4,5,"CRM","crm_fixed","fixed",NA,30,2,0,1.5,35.1924,5.0195,30.1729
4,5,"CRM","crm_fixed","fixed",NA,45,2,0,1.2,39.2638,9.2025,30.0613
4,5,"CFO","cfo_pride",NA,"pride",30,2,0.3,1.5,29.9498,0,29.9498
4,5,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.2,29.894,0,29.894
4,5,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.5,29.894,0,29.894
4,5,"CFO","cfo_pride",NA,"pride",30,2,0.3,1.2,29.9498,0.3904,29.5594
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.2,49.1355,19.5761,29.5594
4,5,"CRM","crm_level","level",NA,45,3,0,0.9,45.7892,16.2298,29.5594
4,5,"CRM","crm_fixed","fixed",NA,45,3,0,0.9,39.5427,10.0948,29.4479
4,5,"CRM","crm_level","level",NA,30,2,0,1.5,40.1562,10.7083,29.4479
4,5,"CFO","cfo_pride",NA,"pride",45,3,0.3,0.9,30.8979,1.6732,29.2247
4,5,"CRM","crm_level","level",NA,45,2,0,1.2,43.4467,14.8355,28.6112
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,1.2,60.4573,32.0134,28.4439
4,5,"CRM","crm_fixed","fixed",NA,30,3,0,1.2,35.0809,6.86,28.2209
4,5,"CRM","crm_level","level",NA,45,3,0.3,1.5,34.077,5.9119,28.1651
4,5,"CRM","crm_random","random",NA,30,2,0,1.5,39.6542,11.6007,28.0535
4,5,"CFO","cfo_pride",NA,"pride",30,3,0.3,0.9,29.894,1.8963,27.9977
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.5,40.937,13.1623,27.7747
4,5,"CRM","crm_random","random",NA,30,3,0,1.2,40.3235,12.7161,27.6074
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,0.9,64.1383,36.754,27.3843
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.2,55.7167,28.3882,27.3285
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,1.5,52.9281,25.7669,27.1612
4,5,"CRM","crm_random","random",NA,45,3,0,0.9,43.8929,16.7317,27.1612
4,5,"CRM","crm_random","random",NA,45,2,0,1.2,42.9448,15.8394,27.1054
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.9,52.5376,25.4322,27.1054
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.2,46.2354,19.7992,26.4362
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.5,39.9888,13.5527,26.4361
4,5,"CRM","crm_fixed","fixed",NA,30,2,0,1.2,35.1924,9.0351,26.1573
4,5,"CRM","crm_level","level",NA,30,3,0,0.9,41.662,15.5047,26.1573
4,5,"CRM","crm_random","random",NA,45,3,0.3,1.5,33.2404,7.362,25.8784
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,0.9,61.4055,35.9175,25.488
4,5,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.5,25.488,0,25.488
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,1.2,56.7764,31.5114,25.265
4,5,"CRM","crm_fixed","fixed",NA,45,2,0,0.9,39.2638,13.9989,25.2649
4,5,"CFO","cfo_pride",NA,"pride",30,2,0,0.9,33.9654,8.7563,25.2091
4,5,"CRM","crm_level","level",NA,30,3,0.3,1.5,31.7345,6.6927,25.0418
4,5,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.2,25.488,0.5577,24.9303
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.6,1.5,45.343,20.4685,24.8745
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.3,1.5,50.1952,25.3207,24.8745
4,5,"CRM","crm_fixed","fixed",NA,30,3,0,0.9,35.0809,10.2064,24.8745
4,5,"CRM","crm_level","level",NA,30,2,0,1.2,40.1562,15.3932,24.763
4,5,"CFO","cfo_pride",NA,"pride",45,2,0,0.9,34.077,9.314,24.763
4,5,"CRM","crm_level","level",NA,45,3,0.3,1.2,34.077,9.4813,24.5957
4,5,"CRM","crm_level","level",NA,45,2,0.3,1.5,34.4674,10.0948,24.3726
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.2,43.1121,18.7395,24.3726
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,1.5,38.8176,14.5008,24.3168
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,0.9,49.1355,24.8187,24.3168
4,5,"CRM","crm_level","level",NA,45,2,0,0.9,43.4467,19.4646,23.9821
4,5,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.5,26.5477,2.6771,23.8706
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,1.2,53.9877,30.3402,23.6475
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,0.9,49.5259,25.99,23.5359
4,5,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.5,28.3324,5.1868,23.1456
4,5,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.5,22.8109,0,22.8109
4,5,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.2,22.7552,0,22.7552
4,5,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.5,22.7552,0,22.7552
4,5,"CRM","crm_random","random",NA,30,2,0,1.2,39.6542,16.9548,22.6994
4,5,"CRM","crm_random","random",NA,45,2,0.3,1.5,34.077,11.4891,22.5879
4,5,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.2,22.4763,0,22.4763
4,5,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.5,22.4763,0,22.4763
4,5,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.2,22.8109,0.3904,22.4205
4,5,"CRM","crm_random","random",NA,45,2,0,0.9,42.9448,20.5243,22.4205
4,5,"CRM","crm_random","random",NA,30,3,0.3,1.5,32.0692,9.7044,22.3648
4,5,"CRM","crm_fixed","fixed",NA,45,3,0,0.6,39.5427,17.3452,22.1975
4,5,"CRM","crm_level","level",NA,45,3,0,0.6,45.7892,23.5917,22.1975
4,5,"CRM","crm_level","level",NA,30,2,0.3,1.5,32.6827,10.7083,21.9744
4,5,"CFO","cfo_pride",NA,"pride",45,2,0.3,0.9,31.2326,9.314,21.9186
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.6,1.5,44.5622,22.6436,21.9186
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,0.9,60.4573,38.5388,21.9185
4,5,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.5,24.8187,2.9559,21.8628
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.2,40.937,19.2415,21.6955
4,5,"CRM","crm_random","random",NA,30,3,0,0.9,40.3235,18.7395,21.584
4,5,"CRM","crm_fixed","fixed",NA,30,2,0.3,1.5,26.5477,5.0195,21.5282
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,0.9,46.2354,24.9861,21.2493
4,5,"CRM","crm_random","random",NA,45,3,0.3,1.2,33.2404,12.0468,21.1936
4,5,"CFO","cfo_pride",NA,"pride",30,2,0.3,0.9,29.9498,8.7563,21.1935
4,5,"CRM","crm_fixed","fixed",NA,30,2,0,0.9,35.1924,14.0547,21.1377
4,5,"CFO","cfo_pride",NA,"pride",45,3,0.6,0.9,22.7552,1.6732,21.082
4,5,"CRM","crm_level","level",NA,30,3,0.3,1.2,31.7345,10.7083,21.0262
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,1.2,52.9281,32.0134,20.9147
4,5,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.2,26.5477,5.6888,20.8589
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.5,33.2962,12.7161,20.5801
4,5,"CFO","cfo_pride",NA,"pride",30,3,0.6,0.9,22.4763,1.8963,20.58
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.2,39.9888,19.5761,20.4127
4,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,0.9,56.7764,36.4194,20.357
4,5,"CRM","crm_random","random",NA,30,2,0.3,1.5,31.9018,11.6007,20.3011
4,5,"CRM","crm_level","level",NA,30,2,0,0.9,40.1562,20.0781,20.0781
4,5,"CRM","crm_level","level",NA,45,2,0.3,1.2,34.4674,14.8355,19.6319
4,5,"CRM","crm_random","random",NA,30,3,0.3,1.2,32.0692,12.7161,19.3531
4,5,"CRM","crm_level","level",NA,30,3,0,0.6,41.662,22.4205,19.2415
4,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.6,52.5376,33.2962,19.2414
